,mx,my,mz
51,21.45,25.331251,38.4
52,20.60625,26.812502,39.525
53,19.893751,28.125002,37.725002
54,20.118752,30.13125,36.84375
55,18.806252,31.650002,35.7
56,18.0,32.41875,33.768753
57,17.325,35.100002,34.2
58,18.84375,33.956253,33.862503
59,17.400002,34.125,32.5875
60,18.018751,30.91875,34.78125
61,17.04375,31.06875,37.237503
62,19.6875,27.468752,38.23125
63,19.3125,25.612501,38.79375
64,20.587502,25.575,38.5875
65,20.643751,24.88125,37.800003
66,19.612501,26.643751,37.612503
67,19.3875,26.1375,37.800003
68,20.15625,28.2,35.60625
69,19.931252,31.931252,36.80625
70,19.35,31.85625,34.21875
71,18.91875,33.2625,34.2
72,18.54375,34.125,33.206253
73,19.95,32.71875,32.550003
74,17.8125,31.781252,36.54375
75,18.900002,29.456251,36.73125
76,17.625,26.625002,38.325
77,19.425001,24.50625,39.300003
78,19.2,23.85,40.143753
79,19.9125,25.425001,41.362503
80,18.2625,26.156252,39.28125
81,19.6875,27.468752,38.23125
82,19.743752,27.993752,35.943752
83,19.5375,30.056252,35.568752
84,19.06875,31.893751,34.725002
85,18.50625,32.8875,32.268753
86,18.225,34.143753,31.593752
87,17.60625,35.0625,34.18125
88,18.0375,30.937502,35.90625
89,19.78125,29.23125,38.175003
90,20.400002,27.375002,37.725002
91,20.23125,24.956251,39.09375
92,21.6375,23.53125,38.456253
93,19.518751,25.050001,39.9375
94,20.53125,25.987501,38.25
95,19.931252,27.712502,37.725002
96,19.10625,27.393751,37.275
97,18.243752,30.375002,36.9
98,16.650002,29.19375,36.975002
99,15.31875,33.99375,35.5875
100,17.456251,33.73125,34.706253
101,15.750001,32.287502,34.800003
102,16.237501,33.05625,33.80625
103,16.743752,31.25625,38.2125
104,18.225,27.91875,38.5875
105,18.73125,25.5375,38.643753
106,17.493752,23.925001,40.03125
107,16.29375,24.91875,42.6375
108,18.150002,23.025002,39.7125
109,16.125,26.41875,40.96875
110,16.931252,27.937502,37.987503
111,17.34375,29.531252,37.425003
112,17.38125,30.337502,35.943752
113,18.13125,29.812502,35.1375
114,15.7875,33.375,34.125
115,16.96875,34.18125,33.412502
116,17.25,32.925003,34.575
117,16.050001,31.050001,36.9375
118,18.112501,28.743752,36.131252
119,16.237501,27.750002,37.6875
120,16.3875,24.73125,37.93125
121,19.10625,24.956251,40.425003
122,17.868752,24.581251,41.456253
123,15.88125,25.9125,41.15625
124,17.681252,26.362501,41.081253
125,18.225,26.41875,37.987503
126,16.66875,30.4125,35.643753
127,17.34375,30.6,35.625
128,15.31875,33.7125,33.975002
129,14.700001,34.331253,34.612503
130,14.94375,33.05625,33.1875
131,16.518751,30.281252,35.006252
132,17.23125,29.268751,37.93125
133,17.5125,27.73125,37.800003
134,16.650002,25.10625,39.206253
135,17.400002,23.38125,38.90625
136,19.556252,23.118752,40.143753
137,18.581251,24.468752,40.29375
138,17.53125,26.531252,41.25
139,18.056252,24.0,39.675003
140,17.775002,27.956251,36.65625
141,19.06875,27.675001,36.787502
142,16.612501,30.675001,34.350002
143,15.562501,32.71875,34.143753
144,16.29375,33.862503,33.131252
145,16.368752,34.3875,32.456253
146,15.525001,31.931252,35.9625
147,15.3,31.125002,34.6875
148,16.050001,28.181252,37.8375
149,15.900001,28.500002,40.10625
150,14.400001,26.343752,38.756252
151,17.118752,23.41875,40.21875
152,17.400002,22.181252,42.018753
153,17.38125,23.8125,41.006252
154,16.368752,25.1625,40.03125
155,16.5,26.493752,37.875
156,17.85,27.281252,38.287502
157,16.5,29.343752,36.487503
158,14.85,32.8125,34.987503
159,14.137501,31.406252,35.7
160,15.0375,32.381252,34.818752
161,15.6,32.456253,35.775
162,15.58125,32.456253,34.162502
163,15.918751,29.268751,35.86875
164,16.556252,28.66875,36.825
165,17.587502,27.0375,38.625
166,15.937501,23.98125,40.55625
167,16.650002,23.90625,40.537502
168,17.79375,25.25625,40.78125
169,17.8125,24.975,39.16875
170,17.925001,25.087502,38.5125
171,15.712501,26.04375,38.550003
172,18.225,27.937502,39.075
173,16.9125,29.587502,38.5875
174,15.543751,31.95,38.4
175,14.85,32.8125,34.65
176,15.39375,34.237503,32.98125
177,14.700001,34.331253,34.125
178,14.85,32.8125,35.30625
179,15.20625,30.88125,36.487503
180,17.962502,28.9125,37.59375
