,mx,my,mz
51,12.0375,38.98125,-29.925001
52,15.056251,36.525,-34.800003
53,4.33125,47.100002,-23.268751
54,8.85,52.29375,-6.525
55,4.4437504,55.143753,7.1625004
56,5.7375,53.756252,7.3125005
57,3.9,51.937504,-7.18125
58,5.0625,45.35625,-24.69375
59,5.86875,39.318752,-32.175003
60,14.981251,40.66875,-30.54375
61,15.356251,35.268753,-32.193752
62,5.26875,44.04375,-30.50625
63,9.150001,49.725002,-13.9125
64,2.2875001,56.175003,1.35
65,7.70625,54.075,8.212501
66,6.2812505,53.081253,-0.46875003
67,5.83125,48.468754,-18.0
68,7.0687504,40.425003,-29.156252
69,13.2375,37.987503,-32.193752
70,14.493751,38.25,-31.593752
71,10.106251,37.96875,-32.4375
72,2.9250002,48.80625,-20.362501
73,6.2250004,54.54375,-4.40625
74,6.0375004,53.5875,7.4812503
75,5.2312503,54.35625,5.8500004
76,1.1625,52.912502,-13.6125
77,5.53125,44.4375,-28.9125
78,12.39375,34.65,-35.49375
79,15.262501,37.893753,-30.806252
80,14.55,36.3375,-32.193752
81,0.056250002,48.862503,-21.900002
82,6.05625,51.675003,-7.7250004
83,1.7625,53.718754,8.7375
84,2.5500002,54.43125,8.212501
85,0.6,51.91875,-9.993751
86,5.90625,45.09375,-27.31875
87,8.625,38.550003,-33.693752
88,13.743751,38.756252,-30.7875
89,15.975,36.15,-32.550003
90,7.0125003,40.818752,-30.468752
91,5.025,49.237503,-19.95
92,1.575,54.750004,0.43125
93,4.5,54.73125,7.8187504
94,4.1062503,53.775,2.34375
95,2.23125,48.61875,-19.518751
96,6.8625,40.987503,-30.300001
97,13.725,39.037502,-31.10625
98,14.531251,37.987503,-30.7875
99,9.243751,38.2125,-32.568752
100,2.0625,48.768753,-20.98125
101,4.1625004,52.18125,-6.3750005
102,1.6500001,54.80625,7.2562504
103,3.2625,54.3375,7.36875
104,-0.52500004,53.437504,-8.38125
105,5.5687504,44.475002,-25.331251
106,8.025001,39.05625,-30.937502
107,14.062501,40.10625,-29.212502
108,15.937501,36.862503,-30.618752
109,7.6312504,41.71875,-30.018751
110,7.4062505,48.112503,-19.81875
111,2.3625002,53.9625,-0.056250002
112,3.6937501,52.631252,6.1125
113,2.1750002,52.74375,-1.4625001
114,0.975,48.206253,-22.06875
115,8.34375,40.10625,-32.60625
116,15.7875,38.381252,-30.187502
117,16.7625,37.03125,-31.143751
118,10.78125,38.5875,-30.843752
119,2.3625002,48.750004,-19.368752
120,2.7,54.750004,-1.0500001
121,4.8187504,52.7625,6.8812504
122,4.9500003,54.112503,4.89375
123,1.9875001,50.625004,-11.775001
124,5.83125,44.568752,-25.837502
125,9.675,38.025,-32.90625
126,14.887501,38.90625,-29.19375
127,14.1,39.693752,-30.000002
128,3.6000001,47.475002,-22.931252
129,6.2625003,51.581253,-14.868751
130,0.90000004,54.881252,5.64375
131,4.0125003,55.2,6.675
132,1.7625,53.737503,-4.55625
133,5.86875,47.456253,-22.837502
134,9.28125,39.16875,-32.11875
135,16.78125,37.03125,-29.19375
136,18.28125,36.15,-30.525002
137,8.3625,41.325,-31.66875
138,4.2375,48.506252,-18.91875
139,2.0625,52.500004,-0.31875002
140,1.125,55.8375,7.2375
141,2.15625,53.775,6.1312504
142,0.61875004,49.687504,-14.475
143,6.0937505,43.29375,-27.6
144,10.762501,37.050003,-33.393753
145,14.94375,37.912502,-32.41875
146,12.150001,39.09375,-31.3875
147,-0.09375,47.381252,-22.650002
148,6.58125,50.062504,-11.90625
149,-1.06875,53.362503,6.5625005
150,3.7125,52.65,7.74375
151,0.45000002,52.518753,-5.30625
152,4.5750003,47.756252,-22.48125
153,9.39375,40.78125,-33.300003
154,12.31875,40.443752,-30.13125
155,15.937501,36.5625,-33.05625
156,10.21875,38.5125,-30.337502
157,5.925,45.54375,-21.65625
158,1.25625,53.718754,1.6125001
159,2.1000001,53.268753,8.7375
160,3.3000002,53.625004,4.4812503
161,1.8000001,47.456253,-18.50625
162,6.8812504,42.225002,-29.7
163,14.531251,34.818752,-33.45
164,16.35,38.456253,-30.525002
165,13.218751,38.268753,-32.2125
166,2.30625,45.975002,-24.468752
167,4.4625,53.23125,-8.85
168,0.375,53.175003,6.8437505
169,0.975,54.187504,5.6625004
170,-1.725,52.48125,-10.106251
171,5.3250003,43.800003,-27.2625
172,8.0625,36.825,-34.7625
173,15.262501,39.112503,-32.287502
174,16.0125,35.86875,-32.23125
175,4.4625,44.04375,-27.075
176,7.1062503,50.100002,-16.462502
177,-1.7625,54.225002,1.85625
178,1.8000001,54.506252,5.30625
179,1.6125001,54.05625,-1.6500001
180,4.3125,47.362503,-23.75625
181,9.450001,38.86875,-32.5875
182,16.06875,33.975002,-30.393751
183,16.7625,38.53125,-30.69375
184,9.543751,39.412502,-32.11875
185,3.5812502,49.10625,-22.331251
186,4.9875,52.65,-4.6312504
187,1.3125,53.737503,5.6625004
188,1.8375001,55.443752,4.3125
189,-0.28125,51.562504,-15.3
190,6.7875004,44.850002,-27.975
191,12.731251,35.568752,-34.875
192,13.89375,37.3875,-30.4125
193,16.25625,36.112503,-32.568752
194,4.65,45.131252,-25.81875
195,6.99375,51.506252,-14.062501
196,0.54375005,53.79375,1.95
197,3.43125,53.8875,6.4125004
198,1.06875,53.831253,-2.60625
199,2.3812501,46.800003,-23.53125
200,6.6937504,39.487503,-32.362503
