,gx,gy,gz
501,0.30439034,-1.5089692,2.4945095
502,-0.674692,0.8122402,2.0494418
503,-2.1644204,3.31627,1.6939203
504,-3.808208,5.674829,1.3208224
505,-5.2051945,7.5403185,0.8826787
506,-6.532342,8.808878,0.07303504
507,-8.231055,6.6507826,-0.65072423
508,-10.106665,-2.5098886,-1.3473866
509,-9.262401,-9.127116,-2.0296018
510,-7.3206806,-12.154575,-2.3489053
511,-4.439292,-11.1946,-2.7182748
512,-4.108271,-3.9239855,-1.6208186
513,-3.666399,1.6112316,-0.63261527
514,-3.7906318,6.1688976,0.90558124
515,-3.251757,5.6987967,1.569754
516,-1.2711558,2.8312562,1.7871947
517,0.43767762,0.3437374,1.4396625
518,1.0159659,-1.0409989,1.0670972
519,1.3874661,-1.5345347,0.8304823
520,2.1570969,-1.5632961,0.64872694
521,3.053091,-1.7781402,0.2185725
522,3.3456972,-2.037125,-0.3219001
523,3.1756594,-1.7216163,-0.9913325
524,3.1453001,-1.0020514,-1.3697565
525,3.1922371,-0.09327447,-1.4257479
526,3.2524228,0.98813677,-1.301515
527,3.1634092,2.284392,-1.1666964
528,2.931588,3.5076792,-1.0238221
529,2.927327,4.2186556,-0.8298165
530,3.224194,4.340225,-0.65445256
531,4.3674555,3.8775814,-0.12842716
532,6.0346785,3.766664,0.29214016
533,7.451438,4.654136,0.4728303
534,8.055824,4.951536,0.4957328
535,8.795096,1.1059781,-0.030359142
536,4.1047425,-3.2566836,-1.408704
537,2.1901858,-5.4808903,-1.6746129
538,2.9848495,-6.492529,0.3678383
539,3.42033,-2.1698797,0.2772269
540,4.689422,3.8786466,-0.60918015
541,7.0340667,10.850797,0.3416735
542,7.1262755,11.895989,0.6572488
543,4.4325013,6.8340693,-1.2338728
544,3.4662018,4.7846937,-1.1858706
545,2.9741971,4.8188477,-0.6001257
546,2.5531638,6.321359,0.19993092
547,2.0510397,4.736758,0.27988997
548,1.6912571,3.5140705,-0.09001219
549,1.1977214,2.739047,-0.23448442
550,0.65352046,1.6949189,-0.369303
551,-0.39060763,0.03355484,-0.47536024
552,-2.4106889,-1.6027763,-0.62888694
553,-3.9004173,-3.753415,-0.97695184
554,-4.6295695,-6.058646,-1.3079064
555,-4.9984064,-7.2318006,-1.5259463
556,-5.0367546,-7.3618255,-1.3660282
557,-4.912056,-7.5510373,-0.88634044
558,-4.856597,-7.7008357,-0.3709008
559,-4.6034713,-7.355434,-0.014913263
560,-4.320452,-6.83094,0.2574535
561,2.3953762,-2.7508311,-0.41357672
562,6.7036448,-3.3429675,-0.71044385
563,1.868219,-4.351943,0.06717626
564,-1.2098384,-1.5137627,0.7462623
565,-1.155445,0.5846798,1.0186291
566,-2.547638,0.7669678,1.1332082
567,-2.5961726,-0.1918751,1.2067759
568,-0.506252,-3.971921,2.7887135
569,0.4888088,-4.312529,4.3215837
570,0.25379178,-1.9657544,3.606879
571,-0.898058,1.59259,2.1794667
572,-3.268268,3.6275845,1.5238824
573,-4.9866886,5.4440064,1.1465236
574,-5.756852,7.100577,1.0441947
575,-6.2455945,8.329722,0.8299497
576,-7.0126286,8.417671,-0.22276686
577,-7.9411125,6.534006,-1.6075032
578,-9.931833,-3.08345,-2.1900525
