,mx,my,mz
51,-2.625,35.8875,-39.09375
52,2.1750002,24.018751,-45.54375
53,2.25,21.69375,-46.4625
54,8.00625,15.225,-47.41875
55,11.34375,8.8125,-46.6875
56,14.062501,3.0,-46.275
57,16.95,-1.85625,-46.55625
58,14.3625,1.3312501,-46.0875
59,13.743751,7.70625,-45.43125
60,6.99375,19.725,-46.875
61,6.3375,32.850002,-40.256252
62,8.231251,50.5875,-19.087502
63,0.112500004,51.956253,-8.6625
64,-1.2,50.287502,-13.275001
65,-1.29375,47.79375,-19.2
66,-6.9375005,47.100002,-20.625
67,-3.2062502,39.2625,-36.9
68,-0.1875,25.1625,-43.237503
69,5.08125,17.5125,-46.425003
70,10.5375,12.3,-49.2
71,12.675,5.2125,-47.925003
72,16.59375,0.375,-46.125
73,15.4125,-0.71250004,-47.34375
74,14.531251,-0.3375,-46.36875
75,14.7375,3.1875002,-47.4375
76,9.431251,15.056251,-47.456253
77,3.8625002,22.575,-47.34375
78,3.99375,33.7125,-38.756252
79,6.3187504,50.006252,-17.0625
80,-0.26250002,52.968754,-7.3875003
81,-3.05625,49.95,-16.612501
82,-3.3750002,48.581253,-19.81875
83,-7.1625004,47.943752,-21.618752
84,-2.8125,39.91875,-33.862503
85,3.0937502,24.88125,-44.79375
86,5.9437504,20.56875,-44.4375
87,9.13125,13.70625,-48.225002
88,10.875,7.6125,-48.43125
89,12.20625,4.4625,-46.912502
90,13.8,2.775,-45.61875
91,13.89375,4.6687503,-46.331253
92,15.3,7.65,-45.975002
93,9.1125,17.00625,-46.537502
94,4.0875,25.050001,-43.050003
95,5.1937504,39.487503,-33.768753
96,9.225,51.187504,-14.26875
97,0.7875,52.125004,-10.14375
98,-6.8812504,49.85625,-17.1375
99,-4.4625,49.406254,-20.118752
100,-5.64375,48.0,-24.750002
101,-2.1750002,35.98125,-36.84375
102,4.5375004,23.19375,-45.28125
103,5.7562504,19.331251,-47.475002
104,10.21875,13.200001,-45.6375
105,13.35,5.83125,-45.525
106,15.356251,-0.01875,-46.237503
107,16.875,-2.4,-46.050003
108,15.712501,-2.25,-46.818752
109,14.38125,-0.16875,-45.7125
110,11.64375,8.493751,-47.49375
111,6.4687505,16.518751,-46.59375
112,6.7875004,31.0125,-41.025
113,6.4125004,47.100002,-21.69375
114,0.63750005,51.206253,-7.0312505
115,-3.2250001,48.7125,-18.0375
116,1.10625,45.956253,-23.925001
117,-1.29375,47.0625,-24.375002
118,-2.79375,39.6375,-33.84375
119,-0.1875,26.38125,-44.737503
120,4.65,20.587502,-44.71875
121,8.868751,12.262501,-46.706253
122,10.5375,6.99375,-46.443752
123,12.937501,4.3875003,-44.831253
124,13.1625,1.8937501,-46.3875
125,13.668751,4.2937503,-44.850002
126,10.8,8.75625,-44.568752
127,6.3375,17.90625,-45.825
128,3.9750001,27.656252,-43.275
129,0.99375004,43.443752,-29.85
130,5.4,52.93125,-9.993751
131,-1.1625,49.875004,-13.275001
132,-2.71875,50.850002,-17.306252
133,-5.1000004,50.325,-18.35625
134,-1.3312501,42.9375,-27.50625
135,-8.00625,36.16875,-35.362503
136,0.45000002,25.743752,-45.7125
137,4.96875,18.6,-48.075
138,10.06875,11.55,-47.381252
139,12.13125,3.9375002,-45.43125
140,13.06875,1.7812501,-44.5875
141,14.625001,0.075,-46.21875
142,14.043751,4.51875,-46.48125
143,9.69375,13.931251,-46.78125
144,2.2875001,24.431252,-45.24375
145,0.975,38.60625,-36.525
