,ax,ay,az
501,-4.894519,-14.27887,-3.1785657
502,-10.641181,-25.197618,-12.789338
503,-16.275381,-37.465023,-19.427326
504,-8.056634,-38.506798,-6.3478594
505,1.1111671,-25.058537,6.7483582
506,2.5938199,-20.178972,-2.673082
507,1.0223335,-19.34298,-13.371392
508,3.6430724,-20.193329,-21.29343
509,16.394424,-22.823639,-22.785654
510,22.797617,-30.886854,-17.716759
511,20.725433,-33.157642,-15.477076
512,10.621141,-37.04329,-16.966908
513,10.578071,-37.560734,20.16312
514,12.8010025,-33.476486,34.289448
515,6.4408803,-24.78067,53.563633
516,-1.1790633,-21.501307,55.180584
517,-16.773687,-16.403696,29.793036
518,-21.682262,-10.022038,13.523037
519,-13.446466,-6.1196437,15.173487
520,-1.6199409,-5.341378,17.24298
521,4.246662,-4.546064,16.855043
522,6.515357,-2.8498518,14.160126
523,8.9013,-1.4844474,10.499705
524,10.374382,-2.521736,3.1360931
525,9.322736,-3.8775692,-1.5999011
526,7.952546,-3.8081772,-2.4382863
527,3.9975092,-3.743571,-0.44775695
528,1.2140584,-2.9817562,-0.25124636
529,-0.098703936,-0.8665009,-2.361716
530,-0.20638095,-0.04007978,-3.3436706
531,0.34456646,1.5194423,-3.6409788
532,-0.11066805,2.4849463,-4.2134614
533,-0.26650062,2.4296124,-1.5233307
534,0.0041874396,1.7997017,0.28295127
535,-0.3382853,-1.340878,3.100201
536,-0.4435695,-3.9230328,3.6320057
537,0.7325028,-7.056434,2.7047868
538,3.2910285,-14.345869,2.714358
539,12.511172,-53.92196,15.496817
540,6.187241,-77.65906,5.8597236
541,-6.7582283,-77.65906,10.200304
542,-26.056343,-53.08836,10.619646
543,-14.06202,-31.924143,4.1228333
544,-5.1795635,-20.777777,5.965008
545,4.127021,-18.921246,7.75454
546,17.448463,-16.964214,-7.602895
547,13.677973,-11.976676,-9.732507
548,3.257529,-7.765607,-6.172884
549,1.8200407,-2.3108685,-6.079564
550,4.141378,0.22582264,-6.465108
551,3.4513476,7.0435724,-9.442677
552,0.8258229,10.07139,-11.109876
553,-2.6306095,12.41187,-11.553146
554,-8.542975,13.048959,-11.256137
555,-8.621938,12.107682,-16.751553
556,-5.637191,10.478768,-21.25963
557,-2.9997022,9.961321,-19.887049
558,-1.2149557,9.017352,-15.975381
559,0.17437695,6.3511496,-10.249955
560,0.552742,3.2297122,-7.260422
561,0.03798606,-0.9502497,-3.8324046
562,-1.4617156,-3.6355948,-2.0455642
563,-2.4726832,-4.1889353,0.9705887
564,-4.2068815,-4.807181,1.1165509
565,7.7799635,-8.714062,78.709206
566,-0.18723837,-14.765211,52.46413
567,-7.8696947,-19.321445,-17.96591
568,6.6445694,-12.182757,-22.205992
569,2.4382863,-17.539091,-0.27996024
570,-2.5612175,-21.081964,5.5459647
571,-7.0504518,-20.864218,-10.249955
572,-10.576575,-25.77728,-9.457033
573,-8.794222,-29.542984,-4.7859445
574,-2.676372,-23.666811,2.5707889
575,0.16719848,-18.880568,-18.634405
576,-0.084346995,-19.132113,-17.798115
577,4.658826,-18.609879,-19.867905
578,15.354743,-18.523737,-23.889942
579,23.281267,-24.371199,-19.7028
580,21.954147,-30.127432,-18.83301
581,9.217452,-34.920853,-12.343675
582,5.7391853,-39.814774,-15.637395
583,6.992127,-44.00461,2.6258237
584,-0.72382885,-43.96632,62.240307
585,-12.84527,-23.182861,55.791653
586,-23.435604,-20.071295,34.08815
587,-25.737799,-14.666806,19.135702
588,-12.813865,-7.1784678,12.562319
589,-3.6774693,-5.6910295,15.860825
590,2.3494527,-3.4223347,13.367205
591,6.4145594,-2.0521445,10.727323
592,13.455141,-0.7178468,5.8190455
593,14.410774,-1.4844474,2.0365913
594,13.050156,-2.3012972,-1.7075781
595,9.205488,-2.6461627,-1.329213
596,4.936692,-2.521736,0.6014958
597,2.0093727,-1.8029919,-0.20817557
598,1.0127622,-0.8425727,-0.84047896
599,0.663111,0.69302124,-1.9734805
600,0.5024927,1.564906,-2.7472596
601,0.1576272,2.1541386,-1.492224
602,-1.1048858,1.782952,0.48424748
603,-1.9336998,0.067896344,2.975475
604,-1.6342978,-3.8847475,4.0438704
605,-0.73100734,-7.382157,2.8558338
606,0.83090764,-14.506487,1.8281165
607,4.2610188,-27.741488,10.406385
608,1.8391833,-72.31947,0.4316054
609,-8.964411,-77.48647,1.6627127
610,-21.763618,-60.471413,14.366208
611,-24.075384,-44.939003,4.999803
612,-12.107384,-26.110182,3.7396827
613,-3.4331024,-19.596918,10.0830555
614,10.436595,-17.9031,5.5052867
615,18.622143,-15.5748825,-5.9500527
616,9.68465,-12.182757,-5.4684973
617,2.0380867,-6.050252,-4.465007
618,3.460919,-3.0272198,-4.534399
619,5.6120663,2.1879373,-8.752945
620,3.8108692,7.6495547,-10.027123
621,0.86201435,11.877672,-9.864411
