,mx,my,mz
51,-2.2875001,47.643753,-25.425001
52,7.05,54.45,-6.4500003
53,1.5375,54.581253,9.28125
54,-0.82500005,55.443752,-3.4687502
55,1.4250001,47.287502,-27.6375
56,17.025002,35.49375,-32.8125
57,1.63125,45.225002,-26.775002
58,-3.91875,48.393753,-24.750002
59,2.8312502,56.250004,0.28125
60,-0.0375,54.487503,7.55625
61,-3.35625,53.850002,-2.3812501
62,3.15,46.95,-28.0125
63,15.76875,36.73125,-32.8125
64,0.41250002,46.2,-25.800001
65,-3.7500002,46.575,-26.325
66,1.8937501,55.987503,3.3937502
67,0.39375,54.7125,9.31875
68,0.54375005,54.281254,-6.4125004
69,4.36875,46.256252,-26.8875
70,20.2875,35.925003,-29.5125
71,3.0375001,45.768753,-24.075
72,-3.99375,47.850002,-24.093752
73,4.425,55.031254,-7.6875005
74,0.93750006,55.068752,10.762501
75,-2.90625,55.0125,-2.5875
76,0.7875,46.706253,-26.1375
77,18.31875,37.125,-30.13125
78,3.4687502,46.93125,-25.9125
79,-3.7125,47.8125,-24.581251
80,3.075,55.256252,-0.35625002
81,-0.26250002,54.412502,11.45625
82,-1.21875,55.518753,-0.71250004
83,1.3125,47.49375,-22.29375
84,16.5,38.175003,-30.768751
85,-2.3625002,47.100002,-24.768751
86,-2.8125,45.6375,-26.175001
87,0.71250004,55.800003,-3.3750002
88,-0.75,56.250004,10.931251
89,-2.0625,55.350002,-0.35625002
90,5.8875003,49.93125,-23.475
91,17.362501,39.5625,-30.187502
92,4.89375,45.525,-25.425001
93,1.3312501,45.54375,-26.1375
94,2.0062501,54.600002,-11.981251
95,0.5625,55.95,11.0625
96,-0.6,55.18125,1.5562501
97,4.4625,48.9,-20.8125
98,16.800001,37.987503,-30.45
99,2.6625001,46.48125,-24.900002
100,-0.73125005,47.568752,-26.118752
101,2.0062501,54.61875,-11.493751
102,-0.35625002,55.0875,10.14375
103,0.16875,54.093754,-2.8125
104,4.74375,50.362503,-20.38125
105,13.06875,39.825,-30.056252
106,3.075,45.05625,-26.493752
107,-3.8625002,47.68125,-26.362501
108,1.4625001,52.593754,-14.981251
109,0.54375005,56.23125,11.55
