,gx,gy,gz
501,0.100265056,-0.033621415,-0.1721017
502,0.06884068,-0.043208513,-0.19500422
503,0.050199106,-0.057589162,-0.21903855
504,0.03901416,-0.07889382,-0.23927797
505,0.04061201,-0.085817836,-0.26111525
506,0.061384052,-0.091144,-0.2754959
507,0.10133029,-0.08368737,-0.2754959
508,0.14081049,-0.048002064,-0.26537618
509,0.18874598,-0.010119714,-0.24726722
510,0.23461758,-0.006391398,-0.22596255
511,0.3103157,-0.017642923,-0.19340637
512,0.35771856,-0.026697403,-0.17902572
513,0.37689275,-0.021903854,-0.17849311
514,0.38381678,-0.009054481,-0.18967806
515,0.37582752,-0.002130466,-0.20678836
516,0.36304474,-0.004260932,-0.23554966
517,0.33481607,-0.011184947,-0.26750663
518,0.30332512,-0.016045073,-0.30219328
519,0.2676398,-0.009587097,-0.3352155
520,0.2356828,0.0037283157,-0.35865065
521,0.20525709,0.0026630824,-0.36610729
522,0.1860829,-0.008521864,-0.36291158
523,0.17436533,-0.03149095,-0.35279188
524,0.18981121,-0.04693683,-0.3405417
525,0.22183478,-0.054393463,-0.3282915
526,0.2772269,-0.060784858,-0.30432376
527,0.3091839,-0.07303504,-0.28774607
528,0.34014222,-0.08315475,-0.28668085
529,0.34120744,-0.060784858,-0.2856156
530,0.3305551,-0.05918701,-0.285083
531,0.32309848,-0.06770887,-0.2882787
532,0.30545557,-0.08368737,-0.3016607
533,0.29160753,-0.0815569,-0.31018254
534,0.28787923,-0.106656455,-0.32456318
535,0.29000968,-0.12583065,-0.32722628
536,0.28255305,-0.14873315,-0.32562843
537,0.27669427,-0.17696184,-0.32988936
538,0.27349856,-0.19400556,-0.32562843
539,0.2671072,-0.1854837,-0.32083488
540,0.2585853,-0.17163567,-0.32296532
541,0.2415416,-0.14393961,-0.31763917
542,0.22822617,-0.11943925,-0.31337824
543,0.22023693,-0.09487232,-0.3096499
544,0.21431157,-0.060784858,-0.3048564
545,0.21111587,-0.0362845,-0.29739976
546,0.2057897,-0.028827868,-0.2856156
547,0.21005064,-0.038414966,-0.27443066
548,0.23088926,-0.049067296,-0.25685433
549,0.26284626,-0.049599912,-0.24620198
550,0.29320538,-0.038414966,-0.23874535
551,0.30439034,-0.021371238,-0.22969086
552,0.31084833,0.004260932,-0.22542994
553,0.30758604,0.027163442,-0.22010377
554,0.29799893,0.017043728,-0.22542994
555,0.2772269,0.031424373,-0.23554966
556,0.23461758,0.03675054,-0.24833246
557,0.18235458,0.013315413,-0.25898477
558,0.14187573,-0.034154035,-0.2717676
559,0.11145,-0.069306724,-0.28082207
560,0.085351795,-0.07995906,-0.2797568
561,0.057655737,-0.078361206,-0.25898477
562,0.05392742,-0.061317477,-0.22223423
563,0.0661776,-0.050132528,-0.17849311
564,0.09600413,-0.035751883,-0.120970525
565,0.11943925,-0.018708155,-0.08149032
566,0.1472019,0.019174194,-0.017576344
567,0.16424562,0.055924732,0.027230019
568,0.1733001,0.09327447,0.058654394
