,ax,ay,az
501,8.597113,-6.625128,-4.4264226
502,7.123732,-6.582057,-5.078168
503,3.3963127,-3.6834514,-4.3905306
504,1.5278172,-1.7503498,-4.5655055
505,0.11934203,0.93978107,-4.3235316
506,0.15044872,3.4166517,-3.8324046
507,-0.0317049,4.727021,-4.1703906
508,0.5383851,5.426623,-4.726124
509,1.0127622,5.8097734,-4.857729
510,1.0677971,5.2085767,-6.285347
511,-1.3851452,4.921139,-7.54786
512,-2.038984,3.2443683,-3.2934213
513,-1.7060826,-0.72263247,0.3475575
514,-2.0868404,-4.8909297,7.8263245
515,-2.9012976,-10.299905,20.752651
516,-10.9070835,-18.425333,25.775785
517,-15.420246,-23.178076,20.232811
518,-15.544972,-26.860033,21.679571
519,-13.321741,-26.059933,11.810075
520,-8.518747,-17.673388,7.373782
521,-6.700801,-9.866206,8.360522
522,-5.8453665,-5.762814,5.3709893
523,-2.1445673,-2.5121646,-6.7429743
524,0.16002001,2.856133,-17.616259
525,-4.9782677,1.8547367,-8.544471
526,-11.240284,-3.3146574,-7.073483
527,-13.29542,-8.505588,-6.2350974
528,-26.212175,-21.005394,31.136904
529,-28.382465,-39.728634,-5.02074
530,-12.473784,-30.187252,-24.060131
531,-3.6056845,-17.038393,-8.551649
532,-1.8762721,-11.159825,-2.9892337
533,0.3182454,-8.115258,-2.6635108
534,2.7089744,-6.385546,-5.3416777
535,5.669793,-6.335297,-10.6357975
536,10.034302,-7.135397,-15.807585
537,4.5484567,-11.809178,-10.08485
538,0.3278167,-15.131612,-2.7879374
539,1.3289139,-13.653745,-1.2215359
540,3.3867414,-10.975578,-2.6491537
541,2.91715,-8.615956,-2.80708
542,4.0552363,-7.571489,-3.2599218
543,5.401498,-6.33769,-3.6984065
544,4.666004,-6.2060847,-3.5497525
545,2.91715,-6.308976,-3.3702908
546,0.8572287,-5.6647086,-2.8815567
547,-0.831805,-5.535197,-2.074278
548,-1.2340983,-7.7464643,-0.474078
