,gx,gy,gz
501,3.9906292,1.8361288,-0.18967806
502,3.8909633,1.2589056,-0.5820167
503,3.189574,0.7808158,-0.8746229
504,2.2184143,1.0137689,-0.9135039
505,1.6102995,1.4118998,-0.8111749
506,1.159373,2.219413,-0.5878755
507,1.0810118,3.758142,-0.2797568
508,1.2478539,4.6002755,0.07196981
509,1.27555,4.781498,0.24626856
510,0.97282404,4.478772,0.06983934
511,-0.5936677,3.6313128,-0.39813083
512,-1.7524415,2.9080195,-0.6710302
513,-2.4298632,2.1138217,-0.97428876
514,-2.5013003,1.5589685,-1.1970556
515,-1.6794064,-0.045871597,-1.2423946
516,0.12802769,-2.271676,-0.5942669
517,0.44513425,-2.7242002,0.19247429
518,0.7537189,-1.4055749,1.0873367
519,0.46643892,0.35012877,0.94985497
520,0.5527894,0.88953614,0.2676398
521,0.8976585,1.4475851,-0.35492232
522,1.6646264,1.8308027,-0.24779983
523,1.6230823,0.47915512,-0.07137061
524,-0.08628388,-2.2530344,-0.4290226
525,-1.1160313,-2.526999,-0.7514553
526,-2.1686814,-1.5921239,-0.3869459
527,-2.4527657,-1.8564348,-0.25845218
528,-1.1346729,-0.59220296,0.332619
529,0.2804226,-0.6049858,2.1021707
530,-1.581871,-5.2537956,3.1889749
531,-1.9560342,-5.3300266,2.8553572
532,-1.8739446,-4.0092707,2.2349255
533,-1.8872601,-2.5957065,1.6166242
534,-2.072211,-1.7776076,0.99566
535,-2.6638815,-1.4401951,0.18714812
536,-4.383301,-1.4588367,-1.3580389
537,-4.952002,-0.8507217,-1.8217483
538,-4.642352,-0.13754821,-1.4715528
539,-3.2746594,0.24993029,-0.5191014
540,-2.0130906,0.32349795,0.33048853
541,-1.5253471,0.48341605,0.83101493
542,-1.5840015,0.7366086,0.86670023
543,-1.9698821,0.97695184,0.4461329
544,-2.4842565,1.1816097,-0.10119714
545,-3.042838,1.3425931,-0.53827554
546,-3.6792483,0.8063814,-0.80691403
547,-4.37904,-0.293738,-0.9326781
548,-5.0340915,-1.8010427,-0.9577776
549,-5.1695094,-2.844638,-0.9236236
550,-4.9840255,-3.15056,-1.007311
551,-4.486695,-3.3451645,-1.2370684
552,-4.1887627,-3.4271874,-1.2647644
553,-3.8183277,-3.1510925,-0.99932176
554,-3.329053,0.0879483,-0.44713157
555,-2.8125482,2.475202,0.17649579
556,-2.7176757,1.8180199,0.57196355
557,-1.9203489,-0.81869817,0.93707216
558,-1.2018491,-2.3116221,1.0041819
559,-0.46683836,-3.2620099,0.99779046
560,-0.21311319,-2.7518964,1.0207596
561,-0.30798548,-1.4646955,1.036738
562,-0.56969994,-0.8112415,0.8208952
563,-0.54200387,-1.2334067,0.6838796
564,-0.09374051,-1.966287,0.58421373
565,0.24313943,-2.2455778,0.5383421
566,0.5341478,-1.5755463,0.37050137
567,0.52722377,-0.72329324,0.20046353
568,0.58421373,0.74779356,-0.11085081
569,0.8331454,1.107576,-0.29207358
570,1.5617647,1.2226877,-0.48394868
571,2.3506365,1.1778814,-0.5238949
572,3.0008945,1.0441281,-0.59053856
573,3.8547454,0.7115091,-0.6379414
574,4.361064,0.5761579,-0.6283543
575,4.64142,0.7366086,-0.8218273
576,4.6115937,1.2407967,-1.3111687
577,4.4927535,1.8084328,-1.645319
578,4.46286,2.3334596,-1.7172887
579,4.449545,3.015142,-1.579208
580,4.3946853,3.807742,-1.2328075
581,4.253409,4.462261,-0.7205636
582,3.9219217,5.2836223,-0.10386022
583,3.8131347,4.2682557,-0.16837339
584,3.9560091,2.2977076,-0.08095771
585,4.1755805,0.34693307,0.29267278
586,3.953346,-1.196057,0.4728303
587,2.9555557,-2.3089592,0.7601103
588,1.517025,-1.4897283,0.8395368
589,0.1541259,0.86184007,0.5432023
590,0.2995968,-0.13328728,0.31877097
591,0.7212293,-1.2270153,-0.010053136
592,1.1950583,-0.36564124,-0.22383209
593,2.8580203,1.0084428,-0.058587816
594,3.3478277,1.2716885,-0.3320198
595,3.1885087,0.88048166,-0.60119087
596,2.4705417,0.6475951,-0.91137344
