,ax,ay,az
501,-5.0548377,-1.2496517,-10.786546
502,-5.11735,-1.314557,-10.784153
503,-5.203492,-1.3313067,-10.669297
504,-5.38086,-1.3600205,-10.453644
505,-5.543572,-1.407877,-10.285848
506,-5.625227,-1.4365909,-9.960124
507,-5.6324053,-1.489233,-9.754043
508,-5.517251,-1.5634105,-9.509675
509,-5.4239306,-1.5490535,-9.440284
510,-5.1364927,-1.5538392,-9.370892
511,-4.9232326,-1.556232,-9.299107
512,-4.7745786,-1.570589,-9.327821
513,-4.415356,-1.7838492,-9.370892
514,-4.293322,-1.8460627,-9.387642
515,-4.0920258,-1.992324,-9.39482
516,-4.0441694,-2.0497518,-9.416355
517,-3.979264,-2.0425732,-9.507282
518,-4.025027,-2.0617158,-9.5048895
519,-4.0585265,-1.9947168,-9.47139
520,-4.2574296,-1.87029,-9.579367
521,-4.374678,-1.6689938,-9.560224
522,-4.470391,-1.5804594,-9.468997
523,-4.5472603,-1.5514464,-9.231809
524,-4.6764727,-1.7383857,-8.990134
525,-4.7988057,-1.9181465,-8.68804
526,-4.834698,-2.2055843,-8.479864
527,-4.8729835,-2.2965117,-8.4679
528,-4.79402,-2.6246274,-8.367103
529,-4.7339005,-2.6991038,-8.431708
530,-4.583153,-2.7086751,-8.499007
531,-4.400999,-2.64377,-8.647362
532,-4.1662035,-2.4619155,-8.807981
533,-3.9433718,-2.3060827,-9.097811
534,-3.845266,-2.2342982,-9.193523
535,-3.735196,-2.1649063,-9.277572
536,-3.7710886,-2.2175484,-9.327821
537,-3.7806597,-2.2414765,-9.191131
538,-4.0776687,-2.3539393,-8.953942
539,-4.2260237,-2.4427729,-8.7266245
540,-4.434499,-2.6198416,-8.460722
541,-4.616652,-2.7086751,-8.257032
542,-4.698008,-2.929114,-8.115557
543,-4.781757,-3.1253254,-7.7946196
544,-4.7434716,-3.214159,-7.6510506
545,-4.6669016,-3.2883365,-7.5000033
546,-4.6094737,-3.3457642,-7.502396
547,-4.5014977,-3.3720853,-7.3803625
548,-4.276572,-3.336193,-7.2293153
549,-4.0178485,-3.266801,-7.1503525
550,-3.940979,-3.2380872,-7.1431737
551,-3.845266,-3.0846474,-7.2676005
552,-3.7591243,-2.9602208,-7.3178496
553,-3.7567315,-2.8522446,-7.401898
554,-3.7037904,-2.8235307,-7.4186473
555,-3.5793636,-2.7302105,-7.3657064
556,-3.505186,-2.6632116,-7.1838517
557,-3.4549367,-2.6608188,-7.030412
558,-3.3326037,-2.737389,-6.6424756
559,-3.2799616,-2.8785655,-6.3717875
560,-3.1890345,-2.8905299,-6.2111692
561,-3.1073792,-2.9602208,-6.0460644
562,-3.0332017,-2.9745777,-5.8184476
563,-2.9997022,-3.1420753,-5.68415
564,-2.990131,-3.2069805,-5.6937213
565,-3.0188448,-3.170789,-5.6674004
566,-3.0020952,-3.0798619,-5.8280187
567,-3.0092735,-2.9530423,-5.8854465
568,-2.9781668,-2.78046,-6.1968126
569,-2.9422746,-2.7493532,-6.3741803
570,-2.9327033,-2.615056,-6.65444
571,-2.9036903,-2.5169504,-6.8365936
572,-2.8701909,-2.4499512,-6.951449
573,-2.8295128,-2.3802602,-6.9945197
574,-2.8486555,-2.4858437,-6.922735
575,-3.0619156,-2.751746,-6.771688
576,-3.3086755,-2.972185,-6.680761
577,-3.4669008,-3.1492536,-6.6257257
578,-3.452544,-3.187838,-6.6927247
