Timestamp,Milliseconds,X,Y,Z
2021-09-08 12:52:48,2,-0.4962116,9.879665,1.6196418
2021-09-08 12:52:48,11,-0.18005991,9.64487,1.8329022
2021-09-08 12:52:48,21,0.025722843,9.822238,2.46042
2021-09-08 12:52:48,31,1.20688,10.246366,3.205485
2021-09-08 12:52:48,42,0.72771716,10.303793,3.5072799
2021-09-08 12:52:48,52,0.74207413,10.260722,3.5623147
2021-09-08 12:52:48,61,0.9529416,10.169497,3.4259238
2021-09-08 12:52:48,71,0.948156,9.927522,3.1815567
2021-09-08 12:52:48,82,0.84047896,9.738489,2.5899315
2021-09-08 12:52:49,91,0.552742,9.541979,2.4269204
2021-09-08 12:52:49,101,0.31345975,9.467801,2.2471595
2021-09-08 12:52:49,112,0.11934203,9.374182,2.309672
2021-09-08 12:52:49,121,0.1576272,9.513265,2.2929223
2021-09-08 12:52:49,132,0.29910284,9.422338,2.9659038
2021-09-08 12:52:49,141,0.45942193,9.681062,2.755036
2021-09-08 12:52:49,152,0.663111,9.489336,2.6138597
2021-09-08 12:52:49,161,1.1039885,9.510872,2.295315
2021-09-08 12:52:49,171,0.94337034,9.316754,2.5274189
2021-09-08 12:52:49,181,0.83090764,9.436694,3.0185459
2021-09-08 12:52:49,192,0.65353966,9.398409,3.3637104
2021-09-08 12:52:49,201,1.6477575,9.51805,2.2809582
2021-09-08 12:52:49,211,1.0749756,9.44148,2.554039
2021-09-08 12:52:49,222,0.56500524,9.48455,2.172982
2021-09-08 12:52:49,231,0.21266212,9.738489,3.0185459
2021-09-08 12:52:49,241,1.0582259,9.930214,2.3336003
2021-09-08 12:52:49,252,1.410569,9.795917,1.995614
2021-09-08 12:52:49,261,1.5373886,9.666704,1.9525433
2021-09-08 12:52:49,271,1.2762718,9.369396,2.3670998
2021-09-08 12:52:49,281,1.2834502,9.38136,2.4388845
2021-09-08 12:52:49,292,1.4727824,9.398409,2.1658037
2021-09-08 12:52:49,301,1.4703895,9.235398,2.2112672
2021-09-08 12:52:49,311,1.4129617,8.983852,1.1811571
2021-09-08 12:52:49,322,1.1638091,8.586046,0.30209386
2021-09-08 12:52:49,331,0.80189466,8.420941,0.29252258
2021-09-08 12:52:49,342,0.51206404,8.660522,-0.4214359
2021-09-08 12:52:49,351,0.17437695,9.069994,0.0529412
2021-09-08 12:52:49,361,0.12173485,9.513265,0.721436
2021-09-08 12:52:49,371,-1.5669997,9.872487,1.6794624
2021-09-08 12:52:49,381,-2.8773692,10.255937,1.3058829
2021-09-08 12:52:49,392,-2.2019951,9.345468,0.25663024
2021-09-08 12:52:49,401,-1.3683954,8.6294155,-0.4334
2021-09-08 12:52:49,411,-1.8475581,8.368299,-0.40677986
2021-09-08 12:52:49,422,0.12891331,8.303393,-0.8859426
2021-09-08 12:52:49,431,0.6511469,8.528618,0.721436
2021-09-08 12:52:49,441,1.5828521,8.322835,2.1442683
2021-09-08 12:52:49,451,1.6932211,8.732307,2.8510482
