,mx,my,mz
301,-29.56875,1.10625,-32.850002
302,-29.60625,1.5187501,-32.850002
303,-28.181252,1.3125,-35.175003
304,-28.5375,2.0625,-33.5625
305,-29.250002,0.93750006,-31.3875
306,-31.368752,2.0062501,-33.46875
307,-28.35,0.26250002,-33.1875
308,-28.35,0.26250002,-33.1875
309,-29.906252,0.31875002,-32.98125
310,-28.837502,1.0125,-32.381252
311,-28.650002,1.8000001,-33.375
312,-29.306252,2.8500001,-32.90625
313,-28.556252,1.125,-32.23125
314,-29.737501,0.0375,-32.8125
315,-28.218752,0.39375,-32.550003
316,-29.1375,2.5500002,-32.568752
317,-29.60625,0.3,-30.88125
318,-29.025002,-0.075,-33.956253
319,-29.306252,1.2,-34.162502
320,-30.393751,1.06875,-31.687502
321,-29.56875,1.0875001,-33.487503
322,-30.54375,0.93750006,-33.131252
323,-28.85625,-0.20625001,-32.175003
324,-29.56875,1.10625,-32.850002
325,-28.893751,1.4250001,-34.0125
326,-29.268751,1.21875,-31.406252
327,-30.056252,1.7062501,-33.3375
328,-30.468752,1.7625,-32.5125
329,-28.893751,1.4250001,-32.86875
330,-29.8875,1.5562501,-33.16875
331,-28.556252,2.34375,-33.5625
332,-29.493752,0.41250002,-32.831253
333,-30.431252,-0.15,-31.968752
334,-28.10625,0.65625,-32.8875
335,-29.437502,0.0,-31.518751
336,-28.29375,1.06875,-33.862503
337,-29.7,0.975,-33.318752
338,-30.375002,0.65625,-32.9625
339,-29.04375,1.5937501,-32.23125
340,-28.275002,-0.41250002,-32.362503
341,-29.6625,0.5625,-33.0
342,-28.125002,-0.3,-31.706251
343,-29.6625,0.5625,-34.125
344,-29.23125,0.50625,-33.318752
345,-28.575,1.10625,-33.84375
346,-28.706251,-0.375,-33.15
347,-28.9125,0.1875,-33.318752
348,-29.1,0.76875,-32.04375
349,-28.81875,0.73125005,-33.1875
350,-28.406252,-0.24375,-30.581251
351,-29.625002,0.3,-32.175003
352,-30.0375,1.7062501,-32.53125
353,-28.800001,0.75,-31.556252
354,-29.56875,1.0875001,-33.487503
355,-29.625002,1.8000001,-31.575
356,-29.718752,0.0375,-31.518751
357,-29.60625,1.5187501,-32.850002
358,-29.587502,-0.13125001,-34.10625
359,-30.300001,-0.0375,-33.28125
360,-28.725,-0.09375,-32.34375
361,-28.050001,0.24375,-32.381252
362,-28.95,2.11875,-32.4
363,-28.331251,1.5,-33.375
364,-29.737501,1.25625,-33.825
365,-29.062502,-1.1625,-33.768753
366,-30.618752,1.9312501,-31.218752
367,-29.79375,1.95,-33.018753
368,-29.643751,0.5625,-32.175003
369,-28.462502,1.3687501,-33.206253
370,-29.85,1.1437501,-32.831253
371,-29.8875,0.3375,-31.35
372,-29.6625,0.5625,-33.0
373,-29.812502,0.8625,-32.025
374,-29.718752,1.25625,-33.0
375,-30.69375,2.325,-33.975002
376,-28.837502,1.0125,-32.86875
377,-29.250002,0.93750006,-32.193752
378,-29.493752,0.41250002,-32.025
379,-28.331251,-1.2375001,-32.49375
380,-29.775002,0.45000002,-32.34375
381,-29.625002,0.28125,-32.98125
382,-29.343752,1.6125001,-33.35625
383,-29.175001,1.7437501,-31.25625
384,-29.56875,1.10625,-33.16875
385,-31.25625,2.5500002,-32.5125
386,-30.35625,0.375,-33.28125
387,-30.54375,0.93750006,-33.46875
388,-30.6375,1.63125,-34.78125
389,-29.493752,0.41250002,-33.15
390,-29.19375,0.52500004,-30.900002
391,-28.9125,1.7062501,-33.206253
392,-29.737501,1.25625,-34.143753
393,-30.656252,0.69375,-32.9625
394,-29.250002,0.93750006,-32.193752
395,-29.60625,1.5187501,-32.362503
396,-29.00625,-0.3375,-33.956253
397,-29.681252,0.99375004,-32.193752
398,-27.862501,1.0125,-33.862503
399,-28.9125,0.1875,-33.318752
400,-29.456251,-0.3,-35.568752
401,-29.081251,1.85625,-33.375
402,-29.868752,-0.09375,-33.28125
403,-31.706251,1.0875001,-33.91875
404,-28.837502,1.0125,-32.86875
405,-29.98125,1.0125,-33.0
406,-28.706251,-0.375,-32.831253
407,-29.306252,1.2,-34.65
408,-29.79375,1.95,-32.53125
409,-29.118752,2.2687502,-33.375
410,-27.900002,1.44375,-33.393753
411,-28.44375,1.3875,-32.081253
412,-28.556252,0.82500005,-33.84375
413,-29.025002,1.1437501,-35.456253
414,-30.73125,3.0375001,-32.0625
415,-29.718752,0.95625,-34.95
416,-29.118752,1.0500001,-31.556252
417,-28.237501,2.025,-33.24375
418,-31.800001,2.04375,-33.9375
419,-30.337502,1.5937501,-33.975002
420,-30.281252,1.1812501,-33.46875
421,-28.893751,1.4250001,-34.331253
422,-29.550001,0.82500005,-33.487503
423,-27.750002,1.2750001,-34.050003
424,-29.1375,1.0500001,-33.1875
425,-29.94375,0.6,-33.787502
426,-29.268751,0.91875005,-33.3375
427,-28.48125,1.6500001,-32.41875
428,-28.7625,-0.112500004,-35.5875
429,-29.868752,-0.375,-34.575
430,-29.1375,1.03125,-34.3125
431,-29.550001,0.82500005,-33.975002
432,-29.98125,1.0125,-33.0
433,-29.6625,2.2125,-32.0625
434,-29.831251,0.8625,-33.15
435,-29.625002,1.8000001,-32.381252
436,-29.175001,-0.20625001,-35.41875
437,-30.150002,-0.20625001,-33.43125
438,-29.906252,1.5375,-34.800003
439,-29.550001,1.10625,-32.362503
440,-29.643751,1.7812501,-34.818752
441,-29.550001,0.82500005,-33.487503
442,-28.181252,1.3312501,-34.350002
443,-29.212502,1.7437501,-33.206253
444,-29.362501,1.8937501,-33.84375
445,-30.618752,3.15,-33.35625
446,-28.575,1.10625,-34.18125
447,-29.98125,2.23125,-34.331253
448,-30.712502,1.10625,-33.787502
449,-29.212502,1.7437501,-33.206253
450,-30.468752,1.3312501,-35.41875
451,-28.518751,0.41250002,-33.825
452,-28.800001,0.3,-34.800003
453,-29.1,0.76875,-32.850002
454,-29.493752,0.41250002,-33.46875
455,-29.04375,1.575,-33.84375
456,-31.29375,1.3125,-33.131252
457,-29.94375,0.6,-32.98125
458,-28.29375,1.06875,-34.18125
459,-29.94375,0.6,-33.300003
460,-29.962502,2.23125,-33.525
461,-28.48125,1.3687501,-34.8375
462,-29.643751,1.7812501,-33.99375
463,-31.500002,1.8750001,-34.10625
464,-27.843752,0.73125005,-34.18125
465,-28.48125,0.43125,-30.581251
466,-28.48125,0.43125,-30.581251
467,-29.04375,1.575,-33.84375
468,-28.48125,0.15,-33.018753
469,-29.062502,1.85625,-32.568752
470,-29.1375,1.03125,-33.99375
471,-30.468752,1.7625,-32.5125
472,-29.775002,1.95,-32.2125
473,-30.31875,-0.056250002,-34.0875
474,-30.562502,2.4375,-34.143753
475,-30.562502,2.4375,-34.143753
476,-29.362501,1.8937501,-33.35625
477,-29.625002,1.8000001,-32.0625
478,-29.081251,1.85625,-33.862503
479,-29.343752,1.6125001,-33.84375
480,-29.925001,1.81875,-33.506252
481,-29.343752,1.6125001,-33.84375
482,-29.98125,1.0125,-32.5125
483,-29.8875,1.5562501,-33.16875
484,-29.062502,1.575,-34.66875
485,-28.85625,1.0125,-33.506252
486,-29.175001,1.4625001,-32.86875
487,-29.081251,1.85625,-34.66875
488,-29.718752,-0.24375,-32.8125
489,-29.8875,-0.112500004,-34.59375
490,-28.743752,-0.09375,-33.975002
491,-29.23125,0.50625,-34.631252
492,-29.85,1.125,-33.16875
493,-29.062502,0.35625002,-33.16875
494,-28.95,0.46875003,-34.631252
495,-28.931252,1.6875001,-34.8375
496,-29.00625,1.1625,-33.84375
497,-29.85,0.84375006,-34.78125
498,-30.431252,1.06875,-33.787502
499,-29.156252,-0.1875,-33.787502
500,-30.768751,1.8000001,-32.5125
501,-29.60625,1.5187501,-33.506252
502,-30.16875,0.075,-33.131252
503,-28.781252,0.31875002,-33.975002
504,-28.987501,0.88125,-33.3375
505,-27.937502,1.7062501,-34.21875
506,-29.118752,0.75,-35.11875
507,-29.60625,1.5187501,-32.850002
508,-30.375002,0.65625,-33.300003
509,-28.1625,1.3312501,-32.8875
510,-29.19375,0.24375,-32.5125
511,-29.643751,1.7812501,-33.506252
512,-29.906252,1.5375,-33.99375
513,-30.300001,1.1812501,-35.100002
514,-29.2875,0.90000004,-35.4375
515,-29.175001,1.4625001,-32.86875
516,-28.743752,-0.09375,-33.487503
517,-29.643751,1.7812501,-33.1875
518,-29.1375,1.0500001,-33.1875
519,-29.925001,1.81875,-33.1875
520,-28.3875,0.675,-33.1875
521,-28.143751,-0.3,-33.018753
522,-28.331251,-0.16875,-34.800003
523,-30.281252,1.1812501,-33.15
524,-30.018751,1.2750001,-34.143753
525,-30.018751,1.2750001,-34.143753
526,-30.2625,0.91875005,-32.8125
527,-28.81875,0.73125005,-32.381252
528,-29.531252,0.82500005,-33.16875
529,-28.462502,1.3687501,-34.03125
530,-29.00625,1.1625,-33.84375
531,-29.587502,1.0875001,-34.800003
532,-29.625002,1.5,-33.99375
533,-30.2625,0.90000004,-33.46875
534,-28.9125,1.7062501,-33.206253
535,-29.906252,3.0375001,-34.18125
536,-29.98125,1.0125,-33.0
537,-29.23125,0.50625,-34.631252
538,-29.268751,2.4375,-32.081253
539,-28.406252,0.95625,-32.4
540,-29.60625,1.5187501,-33.506252
541,-29.56875,1.10625,-33.16875
542,-30.975,0.99375004,-32.79375
543,-30.112501,2.4,-33.037502
544,-29.550001,-0.39375,-32.15625
545,-29.268751,1.21875,-31.725
546,-29.04375,1.575,-33.84375
547,-29.04375,1.5937501,-32.23125
548,-29.025002,-0.056250002,-32.34375
549,-30.6375,1.63125,-35.100002
550,-28.63125,1.81875,-32.25
551,-29.175001,1.4625001,-32.86875
552,-28.63125,1.5187501,-34.18125
553,-31.125002,2.3812501,-34.29375
554,-28.3875,0.675,-32.86875
555,-29.962502,0.58125,-34.612503
556,-28.518751,0.41250002,-34.162502
557,-29.343752,1.6125001,-33.35625
558,-29.906252,3.05625,-33.05625
559,-28.275002,0.7875,-34.18125
560,-29.118752,2.2687502,-33.862503
561,-29.868752,1.125,-33.975002
562,-29.587502,-0.13125001,-32.98125
563,-29.306252,1.2,-34.162502
564,-28.48125,0.13125001,-33.825
565,-29.56875,1.0875001,-33.487503
566,-30.581251,1.21875,-33.15
567,-30.712502,1.10625,-33.787502
568,-30.806252,2.0625,-34.125
569,-28.837502,1.0125,-32.0625
570,-29.437502,-0.3,-33.9375
571,-30.806252,2.0625,-34.125
572,-29.85,2.34375,-34.65
573,-29.587502,1.0875001,-34.3125
574,-29.587502,1.0875001,-34.3125
575,-30.656252,0.69375,-32.9625
576,-29.250002,0.93750006,-32.53125
577,-29.718752,1.25625,-32.53125
578,-29.925001,0.31875002,-33.787502
579,-29.906252,1.5375,-33.99375
580,-28.85625,1.0125,-33.99375
581,-30.112501,2.4,-32.550003
582,-28.29375,1.06875,-34.18125
583,-28.312502,1.5,-32.568752
584,-30.656252,1.9125,-33.975002
585,-29.081251,1.85625,-33.862503
586,-29.175001,1.4625001,-32.381252
587,-29.7,0.975,-33.0
588,-29.550001,0.80625004,-34.29375
589,-30.300001,-0.0375,-32.9625
590,-29.00625,-0.3375,-33.15
591,-30.16875,-0.20625001,-35.0625
592,-28.781252,0.31875002,-33.975002
593,-29.2875,0.91875005,-34.631252
594,-30.187502,0.075,-34.74375
595,-30.300001,1.1812501,-34.29375
596,-28.893751,1.4250001,-33.206253
597,-29.437502,-0.3,-33.9375
598,-29.2875,1.2,-33.3375
599,-27.675001,0.58125,-34.350002
600,-29.625002,0.28125,-33.300003
601,-28.556252,1.125,-31.743752
602,-29.79375,0.43125,-33.956253
603,-29.175001,1.4625001,-32.86875
604,-28.931252,0.46875003,-33.018753
605,-28.25625,2.30625,-33.24375
606,-28.518751,2.0625,-33.225002
607,-28.35,0.26250002,-32.86875
608,-28.275002,0.7875,-34.18125
609,-30.468752,0.112500004,-33.43125
610,-28.85625,-0.20625001,-32.5125
611,-30.150002,2.68125,-33.037502
612,-29.737501,0.0375,-32.8125
613,-28.218752,0.375,-34.162502
614,-29.250002,2.1375,-34.03125
615,-28.931252,0.46875003,-33.3375
616,-29.718752,1.25625,-33.0
617,-29.493752,0.41250002,-32.831253
618,-29.23125,0.50625,-33.80625
619,-29.025002,-0.056250002,-33.15
620,-29.400002,2.30625,-33.375
621,-28.81875,0.73125005,-32.850002
622,-29.737501,1.2375001,-34.631252
623,-30.975,1.0125,-32.30625
624,-30.281252,1.1812501,-33.46875
625,-30.525002,0.52500004,-34.74375
626,-29.343752,1.6125001,-33.84375
627,-28.7625,-0.112500004,-35.5875
628,-30.750002,1.3687501,-34.59375
629,-29.94375,1.81875,-35.11875
630,-28.1625,1.3312501,-32.8875
631,-28.931252,0.16875,-35.756252
632,-29.60625,1.5187501,-32.850002
633,-30.6375,1.9125,-33.16875
634,-29.081251,0.3375,-34.29375
635,-28.500002,0.41250002,-33.3375
636,-30.525002,0.52500004,-34.74375
637,-31.0125,1.2750001,-34.275
638,-29.79375,1.95,-33.35625
639,-29.718752,1.25625,-33.3375
640,-29.362501,1.8937501,-32.550003
641,-28.7625,-0.112500004,-35.100002
642,-29.60625,1.5187501,-32.850002
643,-30.13125,2.4,-33.35625
644,-30.13125,2.4,-33.35625
645,-29.587502,1.5187501,-32.04375
646,-29.98125,2.23125,-33.99375
647,-29.737501,1.25625,-33.825
648,-29.212502,1.725,-34.331253
649,-29.831251,0.84375006,-33.975002
650,-29.04375,1.575,-33.037502
651,-28.181252,0.112500004,-31.725
652,-29.587502,-0.13125001,-32.98125
653,-28.85625,1.0125,-33.99375
654,-30.656252,0.69375,-32.9625
655,-28.143751,-0.3,-33.018753
656,-29.156252,-0.1875,-32.98125
657,-29.343752,1.6125001,-33.35625
658,-29.643751,0.28125,-33.787502
659,-29.306252,1.2,-33.825
660,-29.775002,1.66875,-34.162502
661,-29.23125,0.50625,-33.80625
662,-30.45,1.3312501,-34.612503
663,-29.60625,1.5187501,-32.362503
664,-29.831251,0.8625,-33.487503
665,-27.73125,-0.375,-34.96875
666,-28.85625,-0.22500001,-33.0
667,-28.181252,1.3312501,-34.03125
668,-29.1375,1.0500001,-33.506252
669,-29.343752,1.6125001,-33.84375
670,-29.5125,-0.82500005,-32.475002
671,-29.85,2.6437502,-32.550003
672,-29.2875,1.2,-33.018753
673,-29.775002,1.66875,-33.825
674,-28.181252,1.3312501,-33.54375
675,-29.268751,0.91875005,-33.018753
676,-28.406252,0.95625,-32.86875
677,-28.893751,1.4250001,-32.86875
678,-29.625002,1.8000001,-32.0625
679,-29.868752,1.125,-34.78125
680,-28.875002,0.99375004,-35.1375
681,-30.393751,0.63750005,-34.10625
682,-30.375002,0.65625,-33.787502
683,-29.775002,1.66875,-33.825
684,-28.2,0.39375,-32.2125
685,-27.993752,-0.46875003,-32.850002
686,-27.993752,-0.46875003,-32.850002
687,-29.6625,0.5625,-33.0
688,-29.04375,1.575,-33.84375
689,-29.400002,2.30625,-33.862503
690,-30.150002,2.6625001,-34.162502
691,-29.79375,0.43125,-33.956253
692,-29.906252,1.8375001,-31.237501
693,-28.893751,1.4250001,-33.206253
694,-27.581251,-0.22500001,-32.381252
695,-28.3875,0.675,-33.1875
696,-29.7,0.975,-33.318752
697,-29.868752,1.125,-33.975002
698,-29.437502,-0.28125,-33.131252
699,-28.650002,1.8000001,-34.2
700,-28.44375,-0.28125,-34.631252
701,-29.04375,1.575,-33.35625
702,-29.062502,0.35625002,-33.16875
703,-29.025002,-0.075,-33.956253
704,-28.612501,1.5375,-33.05625
705,-29.60625,1.5187501,-33.1875
706,-29.175001,1.4625001,-33.525
707,-29.775002,1.66875,-33.3375
708,-30.16875,0.09375,-31.987501
709,-28.650002,-1.06875,-33.131252
710,-29.831251,0.84375006,-33.975002
711,-30.525002,0.52500004,-34.256252
712,-28.7625,-0.112500004,-35.100002
713,-28.312502,-0.15,-33.506252
714,-30.281252,1.1812501,-32.831253
715,-29.925001,0.6,-32.175003
716,-29.85,1.125,-33.16875
717,-30.31875,1.5937501,-33.16875
718,-29.643751,0.28125,-33.787502
719,-29.2875,1.2,-33.018753
720,-30.937502,0.58125,-33.112503
721,-27.562502,0.99375004,-33.075
722,-29.94375,0.6,-33.300003
723,-29.437502,-0.28125,-33.46875
724,-30.075,1.6875001,-34.631252
725,-29.531252,0.82500005,-33.16875
726,-30.000002,1.0125,-34.125
727,-29.250002,2.1375,-34.03125
728,-29.118752,0.76875,-33.99375
729,-28.575,1.10625,-33.84375
730,-29.1375,1.0500001,-33.1875
731,-28.575,1.10625,-33.35625
732,-30.6375,1.9125,-33.16875
733,-29.550001,0.82500005,-33.487503
734,-29.268751,0.91875005,-33.018753
735,-29.456251,-0.0,-32.325
736,-29.23125,0.50625,-34.631252
737,-30.487501,1.7437501,-34.143753
738,-29.1375,-0.46875003,-34.10625
739,-28.837502,1.0125,-32.86875
740,-28.893751,-0.22500001,-34.93125
741,-28.931252,0.4875,-32.53125
742,-29.00625,1.1625,-34.162502
743,-29.643751,0.5625,-32.5125
744,-30.35625,0.375,-34.10625
745,-28.10625,-0.58125,-32.5125
746,-29.718752,-0.26250002,-33.9375
747,-29.98125,1.0125,-33.0
748,-29.025002,-0.056250002,-32.831253
749,-27.468752,0.01875,-32.23125
750,-30.50625,2.04375,-32.193752
751,-29.56875,1.0875001,-33.975002
752,-28.781252,0.31875002,-34.3125
753,-29.625002,-1.3687501,-34.725002
754,-29.2875,0.91875005,-34.95
755,-29.85,1.125,-33.16875
756,-30.150002,-0.20625001,-33.91875
757,-30.0375,1.725,-31.706251
